id,name,age,city,score
263,user_263,55,daegu,76
264,user_264,28,daejeon,94
265,user_265,37,busan,16
266,user_266,54,busan,48
267,user_267,44,busan,42
268,user_268,61,incheon,14
269,user_269,57,daejeon,36
270,user_270,33,seoul,21
271,user_271,51,daegu,74
272,user_272,43,busan,34
273,user_273,53,incheon,67
274,user_274,39,busan,53
275,user_275,59,busan,46
276,user_276,67,incheon,79
277,user_277,51,seoul,6
278,user_278,53,busan,58
279,user_279,53,daegu,1
280,user_280,54,incheon,39
281,user_281,64,daegu,56
282,user_282,52,daejeon,11
283,user_283,56,daejeon,24
284,user_284,48,incheon,34
285,user_285,56,seoul,78
286,user_286,24,daegu,83
287,user_287,53,daegu,4
288,user_288,66,incheon,45
289,user_289,39,seoul,44
290,user_290,54,daegu,14
291,user_291,26,busan,17
292,user_292,55,daegu,41
293,user_293,69,incheon,23
294,user_294,44,busan,70
295,user_295,29,daegu,13
296,user_296,69,daegu,19
297,user_297,48,daegu,13
298,user_298,37,busan,31
299,user_299,39,daejeon,65
300,user_300,32,daegu,39
301,user_301,43,seoul,5
302,user_302,37,busan,46
303,user_303,42,daejeon,57
304,user_304,45,daegu,38
305,user_305,69,busan,19
306,user_306,59,daejeon,64
307,user_307,62,daejeon,13
308,user_308,65,incheon,92
309,user_309,28,busan,69
310,user_310,29,seoul,78
311,user_311,58,daegu,66
312,user_312,69,seoul,56
313,user_313,51,daejeon,40
314,user_314,42,daejeon,22
315,user_315,43,seoul,36
316,user_316,44,daejeon,17
317,user_317,37,incheon,35
318,user_318,49,incheon,76
319,user_319,43,incheon,23
320,user_320,48,seoul,54
321,user_321,27,seoul,12
322,user_322,52,busan,37
323,user_323,52,daegu,26
324,user_324,26,busan,6
325,user_325,26,busan,53
326,user_326,40,busan,5
327,user_327,46,incheon,97
328,user_328,19,daejeon,35
329,user_329,51,busan,29
330,user_330,27,incheon,69
331,user_331,40,seoul,50
332,user_332,21,daegu,40
333,user_333,31,seoul,39
334,user_334,19,busan,42
335,user_335,55,daejeon,19
336,user_336,48,incheon,31
337,user_337,52,incheon,14
338,user_338,61,daejeon,44
339,user_339,51,busan,92
340,user_340,20,busan,0
341,user_341,56,seoul,72
342,user_342,69,busan,70
343,user_343,22,daegu,100
344,user_344,44,incheon,61
345,user_345,52,daegu,85
346,user_346,41,daejeon,42
347,user_347,33,busan,74
348,user_348,68,busan,53
349,user_349,63,daejeon,54
350,user_350,20,seoul,63
351,user_351,43,incheon,43
352,user_352,27,daejeon,49
353,user_353,43,seoul,72
354,user_354,36,busan,7
355,user_355,24,daejeon,97
356,user_356,35,incheon,79
357,user_357,34,seoul,60
358,user_358,53,daejeon,21
359,user_359,52,daegu,28
360,user_360,64,incheon,22
361,user_361,44,daejeon,96
362,user_362,47,incheon,94
363,user_363,28,daejeon,26
364,user_364,31,busan,76
365,user_365,67,daegu,16
366,user_366,67,daegu,20
367,user_367,42,daejeon,87
368,user_368,68,seoul,6
369,user_369,44,busan,86
370,user_370,41,busan,63
371,user_371,35,daejeon,63
372,user_372,20,seoul,84
373,user_373,25,seoul,60
374,user_374,19,daegu,88
375,user_375,25,daegu,62
376,user_376,38,daegu,25
377,user_377,19,busan,21
378,user_378,50,incheon,58
379,user_379,64,daejeon,22
380,user_380,21,incheon,77
381,user_381,68,busan,42
382,user_382,65,busan,87
383,user_383,69,daejeon,2
384,user_384,68,busan,11
385,user_385,44,incheon,0
386,user_386,43,busan,53
387,user_387,24,incheon,34
388,user_388,55,busan,8
389,user_389,41,incheon,40
390,user_390,43,seoul,72
391,user_391,41,daegu,28
392,user_392,48,daegu,50
393,user_393,43,daejeon,62
394,user_394,40,seoul,43
395,user_395,37,daegu,72
396,user_396,56,daejeon,6
397,user_397,32,busan,24
398,user_398,53,busan,36
399,user_399,68,daejeon,86
400,user_400,31,daegu,80
401,user_401,24,daegu,3
402,user_402,22,daejeon,61
403,user_403,34,daegu,54
404,user_404,33,daegu,75
405,user_405,43,daejeon,22
406,user_406,35,daegu,62
407,user_407,32,incheon,45
408,user_408,47,daejeon,100
409,user_409,60,daejeon,79
410,user_410,20,daegu,89
411,user_411,35,seoul,58
412,user_412,56,busan,98
413,user_413,61,busan,74
414,user_414,51,daegu,21
415,user_415,42,busan,44
416,user_416,44,incheon,43
417,user_417,39,daejeon,75
418,user_418,32,busan,49
419,user_419,44,daejeon,75
420,user_420,24,incheon,39
421,user_421,57,seoul,2
422,user_422,68,busan,99
423,user_423,23,busan,21
424,user_424,34,daejeon,44
425,user_425,50,busan,99
426,user_426,57,daegu,21
427,user_427,54,incheon,92
428,user_428,26,incheon,13
429,user_429,54,daejeon,94
430,user_430,61,seoul,88
431,user_431,66,seoul,59
432,user_432,23,busan,78
433,user_433,43,daejeon,69
434,user_434,57,seoul,0
435,user_435,37,busan,14
436,user_436,19,incheon,9
437,user_437,46,daejeon,60
438,user_438,31,busan,71
439,user_439,22,daejeon,13
440,user_440,59,daegu,73
441,user_441,68,busan,16
442,user_442,23,daejeon,0
443,user_443,64,daejeon,38
444,user_444,67,incheon,84
445,user_445,61,seoul,44
446,user_446,61,incheon,64
447,user_447,49,seoul,13
448,user_448,57,daejeon,76
449,user_449,62,daejeon,99
450,user_450,38,seoul,6
451,user_451,21,seoul,60
452,user_452,36,seoul,98
453,user_453,49,incheon,96
454,user_454,36,incheon,37
455,user_455,63,daejeon,72
456,user_456,22,incheon,72
457,user_457,66,daegu,11
458,user_458,37,busan,40
459,user_459,40,daegu,19
460,user_460,68,busan,18
461,user_461,45,seoul,46
462,user_462,68,seoul,34
463,user_463,24,incheon,37
464,user_464,26,daegu,69
465,user_465,21,incheon,26
466,user_466,49,daegu,27
467,user_467,35,busan,64
468,user_468,60,daejeon,81
469,user_469,28,busan,77
470,user_470,49,incheon,57
471,user_471,40,daejeon,3
472,user_472,22,daegu,96
473,user_473,62,daejeon,44
474,user_474,61,daegu,43
475,user_475,65,daegu,53
476,user_476,43,daegu,65
477,user_477,35,busan,89
478,user_478,56,seoul,49
479,user_479,18,busan,23
480,user_480,19,seoul,37
481,user_481,34,busan,32
482,user_482,34,daegu,100
483,user_483,42,busan,43
484,user_484,26,daejeon,18
485,user_485,56,daegu,87
486,user_486,30,daejeon,96
487,user_487,28,daegu,56
488,user_488,67,incheon,44
489,user_489,61,busan,93
490,user_490,37,daegu,51
491,user_491,19,busan,91
492,user_492,27,seoul,29
493,user_493,65,daejeon,7
494,user_494,30,daegu,30
495,user_495,28,daegu,5
496,user_496,25,daegu,99
497,user_497,23,daegu,88
498,user_498,20,busan,67
499,user_499,64,incheon,73
500,user_500,26,daejeon,75
501,user_501,60,incheon,51
502,user_502,20,busan,66
503,user_503,23,seoul,66
504,user_504,36,seoul,40
505,user_505,68,seoul,65
506,user_506,54,busan,86
507,user_507,32,seoul,92
508,user_508,45,incheon,71
509,user_509,65,daegu,97
510,user_510,38,incheon,15
511,user_511,63,seoul,81
512,user_512,55,daejeon,81
513,user_513,62,busan,9
514,user_514,63,busan,29
515,user_515,54,daejeon,3
516,user_516,53,busan,16
517,user_517,25,daegu,36
518,user_518,62,busan,86
519,user_519,54,daejeon,11
520,user_520,58,daejeon,65
521,user_521,45,daejeon,85
522,user_522,34,busan,72
523,user_523,54,daegu,28
524,user_524,45,seoul,85
525,user_525,19,incheon,41
526,user_526,65,incheon,58
527,user_527,61,seoul,34
528,user_528,27,seoul,64
529,user_529,45,daejeon,81
530,user_530,47,incheon,33
531,user_531,48,daegu,36
532,user_532,26,seoul,15
533,user_533,36,seoul,87
534,user_534,42,busan,7
535,user_535,57,seoul,44
536,user_536,54,seoul,67
537,user_537,63,busan,45
538,user_538,32,incheon,92
539,user_539,34,busan,41
540,user_540,57,daejeon,52
541,user_541,28,daegu,69
542,user_542,21,incheon,15
543,user_543,26,daejeon,57
544,user_544,20,daegu,82
545,user_545,31,daejeon,92
546,user_546,29,daegu,55
547,user_547,21,incheon,36
548,user_548,37,daegu,30
549,user_549,30,busan,21
550,user_550,26,daegu,78
551,user_551,55,daejeon,64
552,user_552,38,daegu,34
553,user_553,55,incheon,71
554,user_554,39,busan,97
555,user_555,31,incheon,19
556,user_556,21,daegu,60
557,user_557,61,busan,48
558,user_558,61,seoul,22
559,user_559,44,seoul,25
560,user_560,54,incheon,17
561,user_561,47,incheon,22
562,user_562,48,daejeon,72
563,user_563,57,daejeon,72
564,user_564,43,incheon,83
565,user_565,64,daegu,80
566,user_566,27,busan,67
567,user_567,20,incheon,51
568,user_568,34,incheon,43
569,user_569,32,seoul,74
570,user_570,57,daegu,18
571,user_571,35,daegu,64
572,user_572,35,daejeon,73
573,user_573,39,daegu,70
574,user_574,36,incheon,94
575,user_575,47,busan,42
576,user_576,33,busan,28
577,user_577,65,daegu,84
578,user_578,28,seoul,67
579,user_579,67,daegu,15
580,user_580,29,incheon,0
581,user_581,23,daegu,76
582,user_582,36,seoul,22
583,user_583,20,busan,49
584,user_584,40,daejeon,32
585,user_585,45,busan,2
586,user_586,68,daejeon,33
587,user_587,35,daegu,73
588,user_588,56,seoul,2
589,user_589,27,busan,23
590,user_590,28,busan,86
591,user_591,30,seoul,79
592,user_592,69,busan,29
593,user_593,37,daegu,37
594,user_594,32,busan,100
595,user_595,59,seoul,81
596,user_596,49,seoul,60
597,user_597,52,daejeon,81
598,user_598,56,incheon,46
599,user_599,58,incheon,74
600,user_600,45,seoul,12
601,user_601,39,seoul,55
602,user_602,39,incheon,57
603,user_603,55,incheon,60
604,user_604,42,daejeon,40
605,user_605,53,seoul,95
606,user_606,48,seoul,60
607,user_607,33,busan,54
608,user_608,47,incheon,88
609,user_609,57,daejeon,96
610,user_610,63,busan,75
611,user_611,69,seoul,48
612,user_612,56,incheon,27
613,user_613,43,seoul,39
614,user_614,26,busan,85
615,user_615,67,busan,29
616,user_616,55,daegu,35
617,user_617,62,seoul,7
618,user_618,52,incheon,51
619,user_619,46,seoul,18
620,user_620,31,daegu,87
621,user_621,69,incheon,58
622,user_622,57,incheon,60
623,user_623,65,daejeon,6
624,user_624,48,seoul,96
625,user_625,26,daejeon,3
626,user_626,68,daegu,25
627,user_627,65,busan,67
628,user_628,38,daegu,32
629,user_629,53,incheon,16
630,user_630,28,daegu,24
631,user_631,66,busan,69
632,user_632,39,daejeon,71
633,user_633,43,daegu,54
634,user_634,46,seoul,91
635,user_635,44,seoul,36
636,user_636,24,incheon,77
637,user_637,19,seoul,29
638,user_638,54,incheon,82
639,user_639,64,daegu,36
640,user_640,21,incheon,30
641,user_641,31,daegu,32
642,user_642,31,incheon,42
643,user_643,60,busan,20
644,user_644,21,seoul,85
645,user_645,30,incheon,55
646,user_646,24,seoul,7
647,user_647,52,seoul,93
648,user_648,45,busan,78
649,user_649,63,incheon,29
650,user_650,68,daegu,53
651,user_651,47,seoul,8
652,user_652,43,daegu,18
653,user_653,38,daejeon,53
654,user_654,23,daejeon,53
655,user_655,66,daegu,73
656,user_656,24,busan,65
657,user_657,59,incheon,55
658,user_658,22,incheon,24
659,user_659,68,seoul,87
660,user_660,47,seoul,49
661,user_661,32,seoul,52
662,user_662,59,daejeon,48
663,user_663,19,incheon,54
664,user_664,28,incheon,61
665,user_665,37,daegu,65
666,user_666,51,incheon,94
667,user_667,30,incheon,93
668,user_668,36,seoul,44
669,user_669,62,daejeon,36
670,user_670,54,busan,13
671,user_671,51,busan,13
672,user_672,51,busan,49
673,user_673,41,daejeon,85
674,user_674,35,seoul,53
675,user_675,56,busan,98
676,user_676,57,busan,56
677,user_677,57,daejeon,77
678,user_678,25,incheon,33
679,user_679,45,incheon,53
680,user_680,63,seoul,13
681,user_681,35,daejeon,55
682,user_682,27,daegu,47
683,user_683,24,daejeon,89
684,user_684,20,daejeon,23
685,user_685,43,incheon,88
686,user_686,25,daegu,17
687,user_687,38,daegu,99
688,user_688,26,busan,33
689,user_689,36,incheon,7
690,user_690,24,seoul,69
691,user_691,20,busan,92
692,user_692,35,seoul,47
693,user_693,61,busan,89
694,user_694,52,seoul,12
695,user_695,62,seoul,4
696,user_696,19,busan,4
697,user_697,27,daegu,17
698,user_698,21,busan,73
699,user_699,34,seoul,35
700,user_700,50,daejeon,75
701,user_701,66,incheon,52
702,user_702,66,daegu,76
703,user_703,31,daegu,2
704,user_704,36,seoul,58
705,user_705,23,daejeon,33
706,user_706,33,busan,25
707,user_707,34,incheon,18
708,user_708,52,daegu,100
709,user_709,25,incheon,74
710,user_710,58,incheon,68
711,user_711,45,daejeon,75
712,user_712,60,busan,51
713,user_713,29,seoul,79
714,user_714,29,incheon,61
715,user_715,62,busan,38
716,user_716,21,daegu,89
717,user_717,69,daejeon,56
718,user_718,50,daejeon,95
719,user_719,25,daejeon,91
720,user_720,19,daegu,63
721,user_721,19,busan,99
722,user_722,63,daejeon,65
723,user_723,67,incheon,67
724,user_724,59,incheon,37
725,user_725,39,daejeon,4
726,user_726,68,daejeon,62
727,user_727,68,seoul,0
728,user_728,54,seoul,90
729,user_729,48,busan,81
730,user_730,55,daejeon,0
731,user_731,54,incheon,15
732,user_732,65,daegu,8
733,user_733,34,daegu,49
734,user_734,30,daegu,7
735,user_735,40,seoul,60
736,user_736,42,daejeon,67
737,user_737,45,seoul,15
738,user_738,49,busan,69
739,user_739,56,seoul,85
740,user_740,62,daejeon,11
741,user_741,31,incheon,58
742,user_742,54,incheon,24
743,user_743,35,busan,15
744,user_744,31,daegu,52
745,user_745,35,busan,2
746,user_746,61,daejeon,5
747,user_747,47,daegu,56
748,user_748,59,daegu,16
749,user_749,22,seoul,47
750,user_750,30,busan,51
751,user_751,36,busan,66
752,user_752,30,daejeon,76
753,user_753,61,daejeon,23
754,user_754,53,seoul,49
755,user_755,43,daejeon,87
756,user_756,42,daejeon,83
757,user_757,51,daegu,51
758,user_758,41,daejeon,57
759,user_759,66,busan,64
760,user_760,64,seoul,98
761,user_761,41,seoul,5
762,user_762,35,busan,20
763,user_763,35,daegu,40
764,user_764,49,daejeon,89
765,user_765,68,daejeon,43
766,user_766,29,daejeon,41
767,user_767,49,daegu,1
768,user_768,65,seoul,51
769,user_769,35,busan,36
770,user_770,63,daejeon,24
771,user_771,25,daegu,3
772,user_772,22,daegu,34
773,user_773,45,daegu,13
774,user_774,34,busan,61
775,user_775,30,seoul,59
776,user_776,66,seoul,69
777,user_777,52,seoul,53
778,user_778,20,busan,38
779,user_779,32,daegu,22
780,user_780,34,daegu,20
781,user_781,68,daejeon,66
782,user_782,61,incheon,61
783,user_783,42,incheon,96
784,user_784,29,incheon,0
785,user_785,29,busan,36
786,user_786,53,daegu,27
787,user_787,39,seoul,2
788,user_788,28,busan,50
789,user_789,52,daejeon,76
790,user_790,64,incheon,42
791,user_791,54,daejeon,44
792,user_792,39,daegu,51
793,user_793,56,incheon,15
794,user_794,46,daegu,1
795,user_795,69,daegu,78
796,user_796,34,incheon,9
797,user_797,19,busan,44
798,user_798,31,seoul,81
799,user_799,29,daejeon,7
800,user_800,53,seoul,27
801,user_801,47,daegu,77
802,user_802,40,incheon,65
803,user_803,23,daejeon,29
804,user_804,67,daejeon,16
805,user_805,52,incheon,24
806,user_806,61,incheon,58
807,user_807,24,busan,51
808,user_808,54,seoul,48
809,user_809,19,busan,51
810,user_810,19,daegu,8
811,user_811,43,seoul,49
812,user_812,30,incheon,65
813,user_813,33,daegu,94
814,user_814,27,incheon,88
815,user_815,26,busan,76
816,user_816,53,daejeon,58
817,user_817,26,daegu,69
818,user_818,27,daejeon,39
819,user_819,63,incheon,77
820,user_820,52,seoul,59
821,user_821,45,seoul,41
822,user_822,68,incheon,45
823,user_823,67,daejeon,46
824,user_824,49,daegu,35
825,user_825,52,incheon,64
826,user_826,64,daejeon,18
827,user_827,35,daejeon,57
828,user_828,34,daejeon,42
829,user_829,38,incheon,15
830,user_830,50,daejeon,0
831,user_831,58,daegu,36
832,user_832,29,busan,65
833,user_833,39,seoul,22
834,user_834,42,daegu,90
835,user_835,61,busan,72
836,user_836,52,busan,91
837,user_837,39,daejeon,52
838,user_838,61,daegu,70
839,user_839,37,daegu,98
840,user_840,58,daegu,76
841,user_841,44,daejeon,79
842,user_842,20,daegu,100
843,user_843,19,daegu,18
844,user_844,23,busan,61
845,user_845,68,daegu,97
846,user_846,25,daejeon,34
847,user_847,23,busan,91
848,user_848,19,incheon,33
849,user_849,40,seoul,48
850,user_850,20,daejeon,84
851,user_851,53,daejeon,50
852,user_852,58,incheon,35
853,user_853,36,daejeon,34
854,user_854,41,daegu,63
855,user_855,67,seoul,5
856,user_856,61,seoul,78
857,user_857,45,busan,98
858,user_858,32,busan,58
859,user_859,39,busan,9
860,user_860,45,busan,27
861,user_861,63,seoul,78
862,user_862,50,busan,85
863,user_863,68,daejeon,58
864,user_864,29,seoul,97
865,user_865,60,seoul,30
866,user_866,21,daegu,16
867,user_867,46,daegu,54
868,user_868,36,incheon,61
869,user_869,19,daejeon,53
870,user_870,26,incheon,9
871,user_871,58,incheon,41
872,user_872,61,incheon,34
873,user_873,67,seoul,8
874,user_874,63,seoul,26
875,user_875,20,daegu,24
876,user_876,65,seoul,89
877,user_877,26,busan,30
878,user_878,35,busan,3
879,user_879,50,seoul,64
880,user_880,63,daejeon,6
881,user_881,39,daegu,8
882,user_882,65,incheon,88
883,user_883,63,daegu,88
884,user_884,30,daegu,61
885,user_885,29,incheon,44
886,user_886,61,incheon,43
887,user_887,32,busan,75
888,user_888,38,busan,47
889,user_889,41,incheon,7
890,user_890,64,daegu,12
891,user_891,52,seoul,71
892,user_892,67,busan,11
893,user_893,39,busan,56
894,user_894,55,seoul,67
895,user_895,21,seoul,51
896,user_896,22,seoul,64
897,user_897,51,seoul,17
898,user_898,36,incheon,63
899,user_899,28,busan,36
900,user_900,38,daegu,24
901,user_901,36,daegu,14
902,user_902,52,busan,3
903,user_903,61,busan,50
904,user_904,22,daejeon,74
905,user_905,41,incheon,0
906,user_906,45,daegu,7
907,user_907,42,incheon,32
908,user_908,35,busan,38
909,user_909,40,daegu,2
910,user_910,22,busan,23
911,user_911,29,daejeon,59
912,user_912,25,daejeon,13
913,user_913,52,seoul,61
914,user_914,45,seoul,79
915,user_915,45,seoul,94
916,user_916,31,seoul,10
917,user_917,60,busan,54
918,user_918,61,daegu,24
919,user_919,22,busan,27
920,user_920,57,daejeon,16
921,user_921,24,seoul,100
922,user_922,30,incheon,39
923,user_923,22,seoul,53
924,user_924,56,incheon,60
925,user_925,29,busan,19
926,user_926,29,seoul,71
927,user_927,48,incheon,5
928,user_928,68,incheon,42
929,user_929,64,daejeon,47
930,user_930,60,daegu,10
931,user_931,34,daegu,94
932,user_932,44,incheon,32
933,user_933,28,incheon,74
934,user_934,55,daejeon,97
935,user_935,66,daejeon,49
936,user_936,45,incheon,92
937,user_937,44,daejeon,56
938,user_938,34,daegu,18
939,user_939,23,busan,67
940,user_940,27,daejeon,57
941,user_941,56,seoul,91
942,user_942,41,daegu,93
943,user_943,59,incheon,51
944,user_944,42,seoul,69
945,user_945,53,daegu,46
946,user_946,43,seoul,3
947,user_947,29,daegu,60
948,user_948,43,daegu,78
949,user_949,62,busan,38
950,user_950,50,daejeon,49
951,user_951,34,daegu,3
952,user_952,62,daejeon,89
953,user_953,56,incheon,38
954,user_954,37,incheon,2
955,user_955,34,seoul,32
956,user_956,32,daegu,29
957,user_957,63,daejeon,36
958,user_958,55,incheon,14
959,user_959,64,incheon,54
960,user_960,26,daegu,94
961,user_961,57,busan,65
962,user_962,69,seoul,46
963,user_963,20,incheon,100
964,user_964,26,daegu,10
965,user_965,68,busan,85
966,user_966,31,daejeon,81
967,user_967,30,seoul,16
968,user_968,23,daejeon,81
969,user_969,44,daegu,26
970,user_970,20,busan,23
971,user_971,26,incheon,95
972,user_972,60,daejeon,52
973,user_973,43,busan,32
974,user_974,68,daejeon,22
975,user_975,62,busan,81
976,user_976,29,busan,52
977,user_977,56,seoul,56
978,user_978,38,incheon,58
979,user_979,18,daegu,12
980,user_980,66,incheon,53
981,user_981,33,busan,29
982,user_982,49,seoul,35
983,user_983,34,daegu,61
984,user_984,25,busan,75
985,user_985,53,daejeon,55
986,user_986,31,incheon,40
987,user_987,32,daegu,47
988,user_988,47,seoul,33
989,user_989,32,daegu,48
990,user_990,68,daejeon,51
991,user_991,36,seoul,99
992,user_992,54,seoul,18
993,user_993,59,incheon,24
994,user_994,26,incheon,37
995,user_995,19,incheon,45
996,user_996,28,daejeon,31
997,user_997,55,daegu,73
998,user_998,47,busan,55
999,user_999,20,seoul,80
